crop_code,species,Life form,Habit,Life span,Physiology,Category,Plant attributes,temp_opt_min,Temp_Opt_Max,Temp_Abs_Min,Temp_Abs_Max,Rain_Opt_Min,Rain_Opt_Max,Rain_Abs_Min,Rain_Abs_Max,Lat_Opt_Min,Lat_Opt_Max,Lat_Abs_Min,Lat_Abs_Max,Alt_Opt_Min,Alt_Opt_Max,Alt_Abs_Min,Alt_Abs_Max,pH_Opt_Min,pH_Opt_Max,pH_Abs_Min,pH_Abs_Max,Light_Opt_Min,Light_Opt_Max,Light_Abs_Min,Light_Abs_Max,Depth_Opt,Depth_Abs,Texture_Ops,Texture_Abs,Fertility_Ops,Fertility_Abs,Al_Toxicity_Opt,Al_Toxicity_Abs,Salinity_Ops,Salinity_Abs,drainage_opt ,drainage_abs,Climate Zone,photoperiod,Killing temp. during rest,Killing temp. early growth,Abiotic toler.,Abiotic suscept.,Introduction risks.,Product. system,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,cycle_min,cycle_max,use.main,use.detailed,use.part,datasheet_url
crop_code,species,Life form,Habit,Life span,Physiology,Category,Plant attributes,temp_opt_min,Temp_Opt_Max,Temp_Abs_Min,Temp_Abs_Max,Rain_Opt_Min,Rain_Opt_Max,Rain_Abs_Min,Rain_Abs_Max,Lat_Opt_Min,Lat_Opt_Max,Lat_Abs_Min,Lat_Abs_Max,Alt_Opt_Min,Alt_Opt_Max,Alt_Abs_Min,Alt_Abs_Max,pH_Opt_Min,pH_Opt_Max,pH_Abs_Min,pH_Abs_Max,Light_Opt_Min,Light_Opt_Max,Light_Abs_Min,Light_Abs_Max,Depth_Opt,Depth_Abs,Texture_Ops,Texture_Abs,Fertility_Ops,Fertility_Abs,Al_Toxicity_Opt,Al_Toxicity_Abs,Salinity_Ops,Salinity_Abs,drainage_opt ,drainage_abs,Climate Zone,photoperiod,Killing temp. during rest,Killing temp. early growth,Abiotic toler.,Abiotic suscept.,Introduction risks.,Product. system,Cropping system,Subsystem,Companion species,Level of mechanization,Labour intensity,cycle_min,cycle_max,use.main,use.detailed,use.part,datasheet_url
